log2FC	gene_length_kb
13748	-0.205079665521129	6.471
13749	-0.26208141256042	6.474
13750	-0.0964681770640526	6.476
13751	-0.441673200697017	6.478
13752	0.562943247924781	6.478
13753	-0.103634205257987	6.479
13754	0.49272291725954	6.479
13755	-0.0637101654308474	6.48
13756	0.208234239909955	6.481
13757	0.235489625578319	6.482
13760	0.077059006603489	6.484
13761	0.646253745052004	6.486
13762	1.21906354568119	6.486
13763	0.812036427495254	6.486
13764	0.170286672114519	6.486
13765	-0.0439892783403836	6.487
13766	0.0564957144591629	6.487
13768	-0.0688462683879336	6.488
13770	-0.0742594669396823	6.493
13771	0.21614516257687	6.493
13772	-2.13127368505865	6.494
13774	0.507381677598063	6.496
13775	0.188014583374744	6.496
13777	0.0166888837065138	6.498
13780	-0.115792455454292	6.505
13782	-0.0484201410722041	6.506
13783	-0.282676849857533	6.506
13784	-1.12394960899023	6.507
13785	0.546052827011736	6.507
13787	-0.043372780781886	6.516
13788	0.169307464346745	6.516
13789	1.02900078016637	6.517
13790	-0.390976801227533	6.517
13792	0.32652743863632	6.519
13793	0.948683799164591	6.519
13794	-0.446940328336625	6.525
13795	0.141502941276767	6.526
13796	-0.515865749216791	6.526
13799	-0.105781136541256	6.528
13800	0.109863998751416	6.529
13801	0.365676977409954	6.533
13803	0.0399287653663789	6.537
13804	-0.169757974439228	6.54
13805	-0.0254464165968416	6.541
13807	0.273836212474522	6.544
13808	0.285818521173233	6.548
13809	-0.74978278282007	6.55
13810	0.414523858670289	6.551
13811	-0.410495373086678	6.551
13812	0.167877944779283	6.557
13813	-0.700561732301556	6.561
13814	0.269066932449051	6.561
13815	-0.263698903123771	6.563
13816	-0.149055244699646	6.566
13817	-0.550692942722569	6.567
13818	0.607740867847409	6.567
13819	0.452866254914948	6.568
13820	-0.174997777321129	6.569
13821	0.809056713203658	6.571
13822	-0.364891641545328	6.571
13823	0.0189557156041452	6.573
13826	-0.571914709771153	6.575
13827	0.050491678348198	6.575
13828	0.640150965622638	6.575
13829	-0.370267603544094	6.577
13830	-0.132412312725966	6.578
13831	0.13189642221348	6.579
13832	-0.22560229887287	6.579
13834	0.0325456609668968	6.58
13835	-0.278223956853064	6.581
13836	-0.263698903123771	6.585
13837	0.7758511841341	6.585
13839	-0.156433961438003	6.586
13840	-0.050593959575559	6.586
13841	0.488071287684173	6.591
13842	0.105082138680905	6.592
13843	0.968705044534393	6.593
13844	-0.466644266915956	6.595
13845	0.185893550064586	6.596
13847	0.0483905189148645	6.6
13848	0.947140210197994	6.602
13849	0.0760940704613798	6.603
13850	-0.215774456081224	6.603
13852	0.210586677115054	6.615
13853	-0.25368576956954	6.616
13854	-0.0466735175318208	6.617
13855	-0.154233729360277	6.618
13856	0.250531131168332	6.623
13857	0.0559108568887176	6.624
13858	-0.0816419985117762	6.625
13860	-0.0721338109891385	6.626
13861	-0.626187203945072	6.627
13862	-0.436091694672017	6.629
13863	0.0620283796953922	6.629
13864	-0.400277400867894	6.629
13865	-0.114400861361761	6.629
13866	-0.186171363283243	6.63
13867	0.384487172747457	6.633
13868	0.463792257179176	6.633
13869	-0.364061336954045	6.633
13870	-0.49008929419229	6.633
13873	-0.0643077572154108	6.635
13874	-0.226380164977238	6.635
13875	0.195843380994851	6.635
13876	-0.195443651614083	6.637
13877	0.155904952312625	6.639
13879	-0.0937758176351614	6.642
13880	-0.0257368363200769	6.646
13881	-0.436425732998268	6.649
13882	0.0559108568887176	6.65
13883	0.0433659621305181	6.65
13884	-0.0257368363200769	6.653
13885	0.402140523498614	6.653
13886	-0.314218171473502	6.654
13887	-0.523561113950893	6.656
13888	-0.908060445292958	6.656
13891	0.201978578065503	6.658
13892	-0.0466735175318208	6.659
13893	0.627498827783488	6.659
13894	-0.0828868497248384	6.66
13895	0.136972630422974	6.661
13896	-0.0742594669396823	6.661
13897	0.382285463687134	6.661
13898	0.0967604294244343	6.664
13899	-0.308296171035706	6.664
13900	-0.140169503852179	6.664
13901	-0.0742594669396823	6.667
13902	-0.303455205979604	6.669
13904	0.630997620626727	6.675
13906	-0.115214516878113	6.675
13907	-0.312264160621782	6.676
13908	0.108679085644	6.68
13909	0.494469766983059	6.68
13911	-0.0120153326218624	6.683
13912	-0.551922806393446	6.685
13913	-0.180341768306048	6.685
13914	0.50744457931747	6.685
13915	0.176581932577448	6.689
13916	-0.346065580086037	6.69
13917	0.383252864675245	6.692
13918	0.674115322010082	6.694
13919	0.04673282320702	6.694
13920	0.0275180797065287	6.698
13921	-0.0310624109754455	6.699
13922	-0.851375471139572	6.699
13923	0.540291504169095	6.705
13925	0.381583653427772	6.711
13926	-0.184047119502936	6.711
13927	0.562303332603044	6.712
13928	-0.0257368363200769	6.716
13929	0.104676151023972	6.716
13931	-0.110894171899155	6.719
13932	-0.270450537199573	6.72
13933	0.443473358369974	6.72
13934	0.733042308168082	6.721
13935	-0.105545322988328	6.722
13936	-0.130399796984461	6.725
13937	0.815607459431633	6.726
13938	0.297138340601439	6.726
13939	0.829581195166803	6.727
13940	-0.514788972814622	6.728
13941	0.387895327560421	6.729
13942	0.334939789379598	6.73
13943	0.0936599034426971	6.73
13944	-0.0449806262560873	6.734
13945	-0.159123971326592	6.736
13946	-0.131279665598892	6.736
13947	0.264470253424222	6.736
13948	-0.395140561075783	6.737
13949	-0.765064195482259	6.738
13950	0.515689238072646	6.743
13953	-0.257317622467183	6.746
13954	0.426635944268787	6.747
13956	-0.00636225238700116	6.748
13957	0.582728809851382	6.748
13958	-0.205431193818854	6.748
13959	-0.0257368363200769	6.748
13960	-0.0298743841347518	6.748
13961	0.142282639239245	6.749
13962	1.06238323058438	6.75
13963	-0.0749134012176911	6.751
13964	0.0649070528560286	6.754
13965	0.0509936465075208	6.755
13966	-0.262522521615582	6.759
13969	-0.427107347496554	6.766
13970	0.224969750584401	6.766
13971	0.105101927878382	6.767
13972	0.577045504506651	6.768
13973	0.544456903790912	6.769
13974	-0.0466735175318208	6.771
13975	-0.180529901303871	6.773
13976	-0.0257368363200769	6.773
13977	1.30133932722091	6.776
13978	0.0810553736817954	6.776
13979	0.00872881689715557	6.777
13980	-0.22093950667109	6.781
13981	-0.167725256079257	6.781
13982	-0.243379571591488	6.783
13983	-0.0192046188889285	6.783
13984	-0.092437449677298	6.784
13985	0.796934258054672	6.786
13986	0.421750100648101	6.788
13987	-0.17053683099868	6.79
13988	0.0430823369764498	6.79
13989	-0.0108687324460632	6.79
13990	0.157951678966587	6.791
13991	0.472232288073372	6.793
13992	0.169741497940621	6.794
13993	0.56611988387565	6.794
13994	0.428063486653679	6.795
13995	0.556025482939004	6.796
13996	0.875211347667476	6.799
13997	0.0779824851780615	6.8
13998	0.0836260707186257	6.8
13999	0.212072614239715	6.802
14000	0.45146761209995	6.802
14001	-0.468573399785936	6.805
14002	0.420627207759131	6.806
14004	-0.0760904317233761	6.807
14007	0.116238835537392	6.815
14008	0.602149555070608	6.815
14009	-0.0417561572603045	6.816
14010	-0.0257368363200769	6.82
14012	-0.115988909813597	6.827
14014	0.0545394444817433	6.83
14016	-0.404664069713303	6.837
14017	-0.12966742846962	6.839
14018	0.378822578138739	6.839
14019	-0.288774535583356	6.839
14020	0.0955563380827132	6.84
14021	-0.499707573363223	6.841
14022	0.345549244302824	6.843
14023	0.896174079468608	6.843
14024	0.509399666721824	6.844
14025	0.542753425689161	6.844
14026	0.282513425445288	6.845
14028	0.465453833456921	6.846
14029	-0.23489591743575	6.846
14031	-0.511982810637656	6.849
14032	0.174684070836398	6.849
14033	0.240020469404736	6.85
14034	-0.0257368363200769	6.852
14035	-0.565716520121734	6.854
14036	0.45520827983995	6.855
14037	-0.36745507982855	6.856
14038	0.157976964120531	6.857
14039	0.528513914535285	6.861
14040	0.293015920682911	6.863
14042	-0.0310624109754455	6.867
14043	-0.730349386229049	6.87
14045	-0.018740859256074	6.874
14046	0.206095526445394	6.874
14047	-0.0739595323809396	6.876
14048	-0.341275215621832	6.876
14049	0.43148405787733	6.876
14051	-0.12277456446958	6.878
14052	0.0382748752630223	6.878
14053	-0.247972770675562	6.88
14054	-0.15685210769305	6.881
14055	-0.0257368363200769	6.883
14056	-0.605079748195691	6.884
14057	0.0914856196249995	6.886
14058	-0.387018068566572	6.887
14059	0.768193288622269	6.888
14060	0.544857129070582	6.889
14061	0.0559108568887176	6.895
14062	0.371066699131152	6.896
14063	0.290045743936412	6.897
14064	0.681556368628005	6.901
14065	-0.386006141207022	6.901
14066	1.20191727128254	6.902
14067	-0.300649908210678	6.903
14069	0.878943797926025	6.91
14071	-0.671821869609651	6.91
14072	0.595061274354714	6.911
14074	-0.273623214648172	6.911
14075	-0.0257368363200769	6.913
14076	-0.118379873973121	6.914
14077	0.673355459861293	6.915
14079	0.0140659205562219	6.918
14082	0.127901323777812	6.924
14084	0.455081543452504	6.927
14085	0.194582110802101	6.927
14086	-0.0316585201349163	6.931
14087	0.313179880753125	6.932
14088	0.0474837836527932	6.933
14089	-0.0254464165968416	6.933
14090	-0.446615543381002	6.935
14091	0.216066965672413	6.936
14092	0.340655543893613	6.938
14093	0.0382748752630223	6.939
14094	-0.165537595537496	6.94
14096	0.453831298744014	6.948
14097	0.133930883244222	6.948
14098	0.223756179459876	6.949
14100	-0.328133549508087	6.953
14101	-0.134887983025338	6.954
14102	-0.16100814498688	6.955
14103	0.109296161324964	6.956
14104	0.717949700048847	6.957
14105	0.0619100379015645	6.957
14106	-0.0782326445670927	6.958
14107	-0.0257368363200769	6.964
14109	0.0766830241344444	6.967
14110	0.314300017761707	6.97
14111	0.582293311491209	6.971
14112	0.0882104239653233	6.975
14113	-0.126201163858767	6.975
14114	-0.0650283955747517	6.977
14115	0.0443761237818059	6.977
14116	-0.206706163977904	6.978
14117	0.195930299261603	6.978
14120	-0.0790749424030606	6.981
14121	0.629793140169032	6.983
14122	-1.69334996150606	6.983
14123	-0.0734205313345497	6.985
14124	0.0649070528560286	6.986
14125	-0.0739595323809396	6.988
14126	0.451737147151732	6.989
14128	0.0319224073533199	6.99
14129	0.0752147856364895	6.99
14130	0.390779425944414	6.992
14132	-0.19197434948741	6.993
14134	0.0662759387755181	6.997
14135	-0.749250685023316	6.998
14136	-0.33792932285188	7
14137	0.694779709039906	7.001
14138	0.0292530872525326	7.001
14139	0.0403771657975818	7.002
14141	0.206625456133413	7.003
14142	0.33694456460794	7.003
14143	0.483079235554619	7.004
14144	0.0649070528560286	7.005
14147	-0.202224035314184	7.006
14148	0.000441339228893069	7.007
14150	-0.418629276942094	7.01
14151	0.444522711006236	7.014
14152	-0.505207692162551	7.015
14153	-0.0438309833535281	7.016
14154	-0.337030792624354	7.017
14155	0.122266997835809	7.017
14156	-0.0069933635590593	7.018
14157	-0.0458555435344845	7.022
14158	-0.131034316126505	7.024
14159	-0.161411787119671	7.026
14160	-0.362863899138669	7.026
14161	0.206568880996264	7.026
14162	-0.155541542130725	7.031
14163	0.680151997166726	7.035
14164	0.000902147668788266	7.038
14167	0.394542227505664	7.044
14168	0.160661247719912	7.045
14169	-0.108791800208207	7.046
14170	-0.0310624109754455	7.048
14171	-0.253383704612565	7.048
14172	0.44458995336551	7.051
14173	0.0559108568887176	7.054
14174	-0.0419143960208712	7.057
14175	-0.227713526562336	7.057
14176	-0.144294043824402	7.058
14177	0.300203293928295	7.059
14178	0.463530942204581	7.06
14179	0.468332053592379	7.06
14181	0.0559108568887176	7.062
14182	-0.364097287617793	7.065
14183	-0.183848778146855	7.066
14184	0.437584351567491	7.07
14186	0.32005399227933	7.071
14187	0.721162159214121	7.073
14189	0.448669888617367	7.078
14190	-0.149473355333682	7.079
14191	0.0930705144721163	7.08
14193	-0.0999123177745945	7.081
14194	0.393358429629714	7.082
14195	-0.449389553916728	7.083
14196	0.0763812737090298	7.084
14197	-0.496372328960245	7.085
14198	0.156293927024559	7.086
14199	-0.13261091389441	7.088
14200	1.08633314300582	7.089
14201	0.114694550662222	7.089
14203	0.195801185378836	7.091
14204	-0.0551917490617952	7.091
14205	0.101800241065129	7.092
14206	-0.207629460679429	7.092
14207	-0.206564557120463	7.097
14208	0.485539558596198	7.098
14209	-0.0609462029970422	7.098
14210	-0.203222391162275	7.104
14212	0.0559108568887176	7.106
14213	0.0245155023974064	7.108
14215	0.252585136046665	7.109
14216	-0.374633570881933	7.112
14217	0.88542609247405	7.113
14218	-0.102442028366872	7.115
14219	-0.200027224718393	7.115
14220	0.0781822533525571	7.116
14221	0.275311210609334	7.118
14223	0.0640828037552801	7.12
14224	0.089236575477555	7.122
14225	-0.165962973313634	7.124
14226	-0.0316585201349163	7.124
14227	-0.0466735175318208	7.124
14228	0.175545708061041	7.125
14229	1.64001235617231	7.126
14230	-0.891371827258622	7.127
14231	0.430235749137071	7.129
14233	0.830904490483422	7.13
14234	0.122328297781048	7.131
14235	-0.0303831480799746	7.133
14237	0.423609192739415	7.135
14238	0.365112413820292	7.137
14239	0.239111774362341	7.14
14241	-0.143676850358746	7.142
14242	0.0837877751667226	7.142
14243	0.0877911849642406	7.144
14247	-0.0681039140681482	7.153
14250	0.340939481338145	7.154
14251	-0.0254464165968416	7.155
14252	0.167286154285305	7.157
14254	0.331282959905979	7.161
14256	0.254947856535758	7.164
14258	-0.0879290582963568	7.166
14259	-0.630838033301207	7.168
14260	0.401210261422909	7.168
14261	-0.112483631891697	7.169
14262	0.530054091123707	7.17
14264	0.246079964841536	7.171
14265	0.249366233601965	7.171
14266	1.45198553174732	7.172
14267	0.0186337886230247	7.173
14268	-0.0635433358832766	7.174
14270	0.17172437418121	7.177
14272	-0.0937758176351614	7.178
14273	0.625995107248212	7.178
14274	-0.167828711519083	7.179
14275	0.126138484437267	7.18
14276	0.879872073338712	7.18
14278	0.532674459799799	7.181
14279	-0.205349832990999	7.183
14280	0.644929463115212	7.184
14281	0.777483791663559	7.184
14284	-0.080766981427617	7.19
14285	0.444715518497721	7.191
14286	-0.28755759730037	7.192
14287	-0.0678223784099771	7.192
14288	-0.50844039549409	7.193
14291	0.0249437194997001	7.197
14292	-0.139148086218189	7.198
14293	-0.350092336432002	7.199
14294	0.209035729127837	7.202
14295	-0.0254464165968416	7.206
14296	-0.0728520241696208	7.208
14297	-0.0310624109754455	7.209
14298	0.101405091412868	7.209
14299	0.544282370522914	7.21
14301	-0.302786789121399	7.212
14302	-0.0905241125561187	7.213
14303	-0.0455258365124869	7.213
14304	-0.650202751169017	7.214
14305	0.397500732990545	7.215
14306	-0.150669139304042	7.218
14308	0.278984875514177	7.219
14311	-0.0853795260382049	7.224
14312	-0.236331125627794	7.225
14313	0.074728770371593	7.225
14314	-0.491558414744423	7.229
14315	-0.0148017792087429	7.233
14316	0.146481342380497	7.235
14317	0.667359265112341	7.237
14319	-0.297882791445953	7.24
14320	0.267666459833776	7.241
14321	-0.175844161518775	7.244
14322	0.210622921766384	7.244
14323	-0.326093746264345	7.246
14324	0.191623383141698	7.25
14326	-0.0940497109263404	7.251
14327	0.0649070528560286	7.252
14328	-0.104065735639468	7.253
14330	-0.0485510905900978	7.253
14331	0.440859020307498	7.258
14332	0.084339987589192	7.259
14333	-0.694861477847699	7.26
14334	-0.0310624109754455	7.26
14335	0.261432293512502	7.261
14336	0.0684352739212862	7.264
14337	0.655665721881413	7.266
14338	0.224640082739328	7.266
14339	-0.0466735175318208	7.267
14340	-0.00858657886221126	7.268
14341	0.58151809953599	7.268
14342	0.613659430039044	7.27
14343	0.371357490247327	7.27
14344	0.158163440519714	7.27
14345	-0.402788087932926	7.273
14346	-0.221848018810416	7.273
14347	0.285858692504083	7.276
14348	-0.0421648873885505	7.279
14350	-0.0915146250704114	7.284
14351	-0.273460298944181	7.286
14352	0.0601199937802521	7.287
14353	-0.0830698589699177	7.288
14354	0.162148166819845	7.29
14355	-0.0937758176351614	7.29
14356	0.125733305640811	7.291
14357	-0.172324336844335	7.292
14358	-0.49934364385064	7.295
14359	0.155880060160062	7.295
14360	0.0401239585395872	7.296
14361	0.354748288774401	7.299
14362	0.148256966491784	7.3
14363	0.468724167622828	7.303
14364	-0.0316585201349163	7.303
14365	-0.0254464165968416	7.305
14366	0.0177347087598681	7.305
14367	0.485578977305224	7.305
14368	-0.0466735175318208	7.306
14369	0.493032978200193	7.306
14371	-0.0272459458447955	7.31
14373	0.0649070528560286	7.313
14375	0.0245155023974064	7.317
14376	0.226145653694313	7.318
14377	0.449631169851844	7.321
14378	0.134580802676993	7.322
14379	-0.131354277372193	7.323
14380	0.0382748752630223	7.323
14382	-0.129973570185059	7.328
14384	0.20115997882579	7.329
14385	0.53689366995673	7.33
14386	-0.466971025227382	7.33
14387	0.0936128590471189	7.33
14388	0.0495552426372184	7.332
14389	0.416405509801566	7.333
14390	-0.0316585201349163	7.334
14391	0.335472649466836	7.334
14392	0.32206314405872	7.335
14393	0.0120242002768658	7.337
14395	0.236145301394523	7.339
14396	0.845320870141537	7.34
14397	-0.357583259757296	7.34
14398	-0.131458809585285	7.34
14399	0.482857786212236	7.342
14400	0.101413120030925	7.344
14401	1.42473411990319	7.346
14402	0.406807609361522	7.346
14403	0.204762786379292	7.347
14404	-0.0939168694518789	7.348
14405	0.097915871177274	7.349
14406	0.314326891138628	7.35
14407	0.304675755972305	7.35
14408	-0.0734447329536307	7.351
14409	0.0550476714510256	7.354
14410	-0.0257368363200769	7.357
14411	0.527537966004768	7.357
14412	-0.481281111643697	7.358
14413	-0.372378227360187	7.358
14414	-0.182980156354052	7.359
14415	0.168454421798077	7.359
14416	-0.0257368363200769	7.36
14417	0.421480174788699	7.36
14418	0.220894770729539	7.362
14419	0.0298031519945931	7.362
14420	-0.131215667850855	7.363
14421	-0.487470434836513	7.365
14422	0.428647369369022	7.369
14423	0.609114748464788	7.37
14424	-0.401738373531269	7.371
14425	-1.00081233915765	7.375
14426	0.229694476295897	7.376
14427	0.592354199562609	7.376
14428	-0.0310624109754455	7.378
14429	0.638234405760957	7.379
14430	0.381559914480101	7.379
14431	0.485826142366909	7.381
14433	-0.426317594457072	7.385
14434	-0.0252463020235746	7.385
14435	-0.0316585201349163	7.385
14436	0.658934860397611	7.385
14437	0.0963157916689035	7.385
14439	0.118328627418349	7.387
14440	-0.135757999183547	7.389
14441	-0.0257368363200769	7.389
14442	-0.572378625584495	7.389
14443	-0.167962795374722	7.394
14444	0.15949584468643	7.395
14445	0.135392406692104	7.406
14446	0.0338312207704438	7.406
14447	-0.407359855908257	7.407
14448	1.26370000915787	7.409
14449	-0.104338438031701	7.41
14450	-0.0151279374596034	7.41
14451	0.149460576930814	7.412
14452	0.103448130838259	7.412
14453	0.131934235335038	7.413
14455	-0.0445584206690072	7.414
14457	0.26770691607875	7.414
14458	-0.103432331926936	7.414
14459	-0.106524723021823	7.415
14460	-0.197416204032715	7.416
14461	0.173994808876704	7.416
14463	-0.0316585201349163	7.417
14465	0.0245155023974064	7.421
14466	0.351778894779907	7.421
14467	0.23562372283125	7.425
14468	-0.323466163999983	7.426
14469	0.0563699564250225	7.429
14471	0.135403733749318	7.431
14472	-0.131862978566694	7.436
14473	-0.0316585201349163	7.438
14474	-0.120580876523644	7.44
14476	-0.349116305884211	7.443
14477	0.110739553631625	7.443
14478	0.294276199416	7.443
14479	0.59309485015485	7.445
14480	0.235279413464431	7.445
14481	0.459963647980056	7.445
14482	0.397706609069256	7.45
14483	0.509179579625856	7.451
14484	0.262758065406682	7.452
14485	-0.778732372411241	7.454
14488	-0.307168337070631	7.459
14489	0.173554193877164	7.459
14490	0.374809867744686	7.461
14492	0.292185162624818	7.465
14494	-0.289818469303594	7.468
14495	0.261511641788271	7.469
14497	-0.136110850390785	7.474
14498	1.33544881830333	7.479
14499	0.0300890021630316	7.48
14500	-0.281618763325643	7.482
14501	0.831545306866551	7.483
14502	0.190738615789078	7.483
14503	0.41044140649115	7.484
14504	-0.125741495504773	7.484
14507	0.688962576088737	7.487
14508	-0.537921051497614	7.49
14509	0.0304013442366446	7.491
14510	0.427477298060359	7.494
14511	0.128564448330757	7.494
14512	0.287067476235484	7.496
14513	0.0553330750389013	7.499
14516	-0.658412667354929	7.503
14517	0.452384174795509	7.505
14518	0.0141847952724819	7.508
14519	0.357433336194845	7.509
14521	-0.000624865019856567	7.52
14522	0.158749169466803	7.521
14523	0.0304013442366446	7.523
14524	0.220461800591067	7.523
14526	0.689815029396058	7.525
14528	0.15987748408345	7.527
14529	0.819799182439996	7.528
14530	0.0790277238847125	7.532
14532	0.0340389650213852	7.533
14533	0.127172530321403	7.533
14534	-0.751310729037175	7.534
14535	0.00369959024683659	7.534
14536	0.168168100734126	7.536
14537	0.776835039714812	7.536
14538	0.360040508669486	7.539
14540	-0.0739595323809396	7.541
14541	0.25627159259905	7.542
14542	0.305997065868851	7.542
14543	-0.245107098536044	7.544
14544	-0.0142319897417186	7.546
14546	-0.189341068292289	7.548
14547	-0.0674039262273681	7.549
14548	-0.0619614704185869	7.55
14549	0.0993783763664504	7.552
14553	0.725774543651901	7.562
14554	0.618061213035607	7.563
14555	0.297095274552588	7.565
14556	0.800203475299235	7.565
14557	0.0831552471197885	7.566
14558	0.178312992334758	7.567
14559	0.302805962466848	7.568
14561	-0.319289289860691	7.568
14562	0.0207592416045625	7.571
14563	-0.0254464165968416	7.573
14564	0.0820986510450892	7.574
14565	-0.151041834013672	7.577
14566	-0.0257368363200769	7.577
14567	0.388239456453513	7.579
14568	0.39053706874049	7.58
14569	0.0845035949082837	7.581
14571	0.422493918866236	7.582
14572	0.347872797667206	7.583
14573	0.259776959074251	7.585
14574	-0.811341838415732	7.586
14575	0.482120960515888	7.588
14576	0.08484785449631	7.593
14577	0.0304013442366446	7.594
14578	0.107755312586044	7.594
14579	0.0130374715755506	7.597
14580	0.00187127630186299	7.598
14581	-0.0301030269361435	7.599
14582	0.191093407444564	7.605
14583	0.0961211379421937	7.605
14584	0.524052414705485	7.608
14585	-0.101856764511411	7.608
14587	0.152282509043861	7.612
14588	-0.128893023846312	7.613
14589	-0.0548017847703885	7.614
14590	-0.0257368363200769	7.619
14591	0.162053868978038	7.619
14592	0.583604053746985	7.621
14593	-0.0583912192792262	7.621
14594	0.314693690576183	7.624
14595	-0.979423363035548	7.625
14596	-0.00633014007246558	7.627
14597	0.754345573375055	7.627
14598	-0.0466735175318208	7.627
14599	-0.150387687999703	7.627
14600	0.356235767408753	7.627
14601	-0.599392122843128	7.627
14602	0.303155127043143	7.63
14603	-0.392549971741465	7.63
14605	0.00994014853549142	7.631
14606	-0.104928252138982	7.633
14607	0.246079546416453	7.633
14609	-0.0749134012176911	7.636
14610	-0.328427565759869	7.637
14611	0.217705663586698	7.638
14612	0.302358474877496	7.639
14613	0.797233673791565	7.64
14614	-0.0272431131204572	7.64
14616	0.44881177933536	7.642
14617	0.16470378307025	7.642
14618	-0.0787901377152571	7.643
14619	0.316962300546209	7.645
14620	0.825429611982173	7.648
14621	1.01483297850998	7.648
14622	0.0759199246909087	7.649
14623	-0.174346505804999	7.65
14624	-0.103634205257987	7.654
14625	-0.0310624109754455	7.655
14626	0.274610796863659	7.657
14627	-0.0466735175318208	7.659
14629	-0.0760904317233761	7.665
14630	0.394667452564912	7.669
14631	0.519332731509501	7.672
14632	-0.153533682024443	7.673
14634	0.357461693228281	7.677
14635	0.10452288723718	7.678
14636	0.375902548981979	7.679
14637	0.307690112051942	7.679
14638	-0.0310624109754455	7.683
14639	-0.121650143674846	7.683
14641	-0.19333746140105	7.689
14642	0.0387692616117773	7.69
14644	0.00597825301339641	7.695
14645	-0.71887725010229	7.7
14647	0.342285268820327	7.701
14648	0.157229631727287	7.701
14649	-1.48853853597468	7.701
14650	1.00274248001795	7.703
14651	-0.466911660063743	7.703
14652	-0.252873864943459	7.706
14654	0.0626083831283595	7.706
14655	0.0979207036816108	7.707
14656	0.249327936117636	7.708
14658	0.0695830318135654	7.713
14659	-0.120580876523644	7.714
14660	-0.435559199419796	7.714
14661	0.121234620915451	7.715
14662	0.192435595607491	7.716
14663	0.529943514587216	7.719
14664	0.0747454078893874	7.721
14665	-0.0992701853192714	7.721
14666	0.00958332054728464	7.723
14668	0.360821299340057	7.728
14671	-0.593628175552804	7.732
14672	0.133744485314574	7.733
14673	0.128300605245116	7.733
14674	0.876023915117929	7.737
14676	0.399444037013686	7.741
14677	-0.139510805278764	7.741
14678	0.221554219077062	7.743
14679	-0.358987099160601	7.743
14680	-0.162091865877934	7.747
14681	0.0656503045106941	7.748
14682	0.185425616062735	7.75
14684	-0.143071095374432	7.751
14685	0.267313040001315	7.753
14686	0.400360410654292	7.753
14687	-0.265890590610799	7.753
14688	0.210460822138858	7.755
14689	-0.0310624109754455	7.755
14690	0.460207813611849	7.756
14693	-0.0316585201349163	7.765
14695	-0.0316585201349163	7.768
14696	0.457412550752966	7.769
14697	0.173006925197718	7.772
14698	0.225207637866676	7.772
14699	-0.116235474917701	7.773
14700	-1.24547634892313	7.775
14702	-0.157553586165701	7.779
14703	-0.897140005680776	7.78
14704	0.874886992581275	7.78
14705	0.367874829585882	7.78
14706	-0.312276843651436	7.783
14707	-0.185942779464546	7.783
14708	0.739803632000848	7.784
14709	-0.146821352161854	7.785
14710	0.249293614178988	7.785
14711	0.360324644744168	7.787
14712	-0.0466735175318208	7.787
14713	-0.0443464693212035	7.789
14714	-0.0654368095735573	7.793
14715	-0.554536903604603	7.793
14717	0.270615929228994	7.794
14719	0.5322654356077	7.797
14721	-0.47657321665843	7.801
14722	-0.539833909704571	7.802
14723	-0.616186445544841	7.803
14724	-0.261567164628752	7.803
14725	1.48092056801249	7.805
14726	-0.314178742001281	7.807
14727	-0.130376640037772	7.807
14728	0.22517453726907	7.808
14729	0.944972018619935	7.808
14731	0.656967276272474	7.809
14732	-0.152310944191416	7.815
14733	0.607589171478038	7.816
14734	-0.176896315434456	7.819
14735	-0.170939214204887	7.819
14737	0.298489120660576	7.82
14738	-0.110512467053452	7.821
14739	0.131904925911311	7.821
14740	-0.0818345832186551	7.822
14741	-0.0275394520661089	7.827
14742	0.517435829283426	7.832
14743	0.214182213935995	7.833
14744	0.287112187117377	7.833
14745	-0.190353694989103	7.837
14746	0.568119190216868	7.837
14747	0.209688213909389	7.838
14748	-0.144713143177382	7.839
14749	-0.382331672314522	7.839
14750	-0.18590078269147	7.84
14751	0.439034004285773	7.842
14752	0.189089508692946	7.843
14753	-0.18446527842074	7.844
14754	-0.449558680632	7.85
14755	0.476464310090617	7.85
14756	-0.0749382936154602	7.851
14758	0.0287564357371776	7.853
14759	0.345787688844887	7.854
14760	0.127249825441563	7.857
14761	0.707630337861008	7.859
14762	0.0813312137925963	7.863
14763	0.522044806930025	7.864
14764	0.29427418955958	7.868
14765	-0.250134468417671	7.872
14766	0.196494839126071	7.873
14767	-0.0937758176351614	7.873
14768	0.0167318524977602	7.873
14769	0.0471095843967215	7.874
14770	-0.164516225852923	7.874
14771	0.122245116464855	7.874
14773	0.660043369673504	7.876
14774	-0.278618709577617	7.878
14775	-0.0257368363200769	7.879
14776	1.00763265332053	7.88
14777	0.24639713998872	7.88
14779	0.174996312420053	7.884
14780	-0.0310624109754455	7.884
14781	0.895008607282453	7.886
14782	-1.0635039179382	7.886
14783	0.285160430070394	7.886
14784	-0.187400460986574	7.888
14785	-0.181800663087397	7.888
14786	-1.58005338979135	7.895
14787	0.0171501207351999	7.895
14789	0.0922306529799094	7.897
14791	0.613631136553582	7.898
14792	0.861642682300647	7.899
14793	0.117026989153008	7.9
14795	-0.298229499916892	7.902
14796	-0.448234956527135	7.903
14798	0.433207985535341	7.908
14799	-0.025152586727497	7.909
14801	-0.59392221353768	7.912
14802	0.802061756364133	7.913
14803	0.297482593416569	7.915
14804	-0.0479073981963026	7.917
14805	-0.0353934714717967	7.917
14806	0.167970245397471	7.918
14807	-0.0257368363200769	7.919
14808	0.423296969051763	7.919
